Stress Level,HRNmean,HRstd,HRNSD,HRNFD,avNN,sdNN,rMSSD,PHRNN50,PHRNN20,HRV_HTI,HRV_ShanEn,HRV_MFDFA_alpha1_Asymmetry,BRNmean,BRstd,BRNFD,BRNSD,BRV,BRavNN,BRavNN.1,RSP_Phase_Duration_Inspiration,RSP_Phase_Duration_Expiration,RSP_Phase_Duration_Ratio,RSP_Symmetry_RiseDecay,RSP_Symmetry_PeakTrough
1,86.60688139,0.090155819,0.292632443,0.325827727,69.48631142,8.241280599,10.26839967,0,8.30686982,1.987152815,4.255075118,-0.295970089,17.61186363,4.571286129,0.01214208,0.000243379,346.1277143,8.907684511,110.3332869,0.178557706,0.167317428,1.072179288,0.516732111,0.480000165
1,85.34802126,0.090788106,0.283130343,0.319957707,70.45182822,7.233105125,8.615735904,0,2.285714286,2.207115818,4.309932355,-0.346424952,14.46548818,4.227206928,0.010550896,0.000196515,439.2671429,8.653726535,129.1411038,0.213095297,0.232136593,0.951701952,0.493479179,0.505942368
1,83.18951966,0.087797718,0.293464434,0.323857795,72.35703199,8.121807701,10.69771123,0,5.734261624,2.266727273,4.560322488,-0.230966863,15.24427616,5.132876164,0.011324359,0.000210547,406.2131429,11.44762758,143.9716378,0.204383273,0.199484953,1.022207051,0.511686001,0.480277293
1,84.33139452,0.08511344,0.312314556,0.335044495,71.37514579,7.483465448,9.68697262,0,4.95566074,2.335837536,4.445313545,-0.242689227,16.94548414,2.995918883,0.013775521,0.000270556,374.9203982,7.34255975,79.71771291,0.191574959,0.180351258,1.057191216,0.5195968,0.49225981
0,77.06876762,0.114656845,0.249555564,0.288817104,78.3284728,9.614708011,9.622922146,0,4.404076936,2.983660131,4.631648824,-0.287380232,19.15589682,2.298361165,0.015773616,0.000317596,319.5200268,5.603998435,34.11777403,0.158767892,0.1595455,0.998903978,0.49564231,0.48658881
1,67.27897569,0.207927324,0.18271015,0.239765555,89.48900588,8.113094423,9.313738755,0.179104478,2.487613879,2.429230769,4.443519479,-0.404266978,12.77395477,3.593169032,0.011968003,0.000195638,491.4150303,10.07039266,134.0631244,0.233007273,0.249941455,0.956048912,0.493978758,0.490258948
1,64.9897759,0.208077202,0.173450099,0.230587238,92.64031618,8.739071933,9.072621551,0.352941176,3.270588236,2.842435242,4.550993779,-0.456656145,12.29451426,2.700140266,0.01136053,0.000181711,511.2089091,7.539439931,174.1341222,0.224055758,0.281408364,0.825825257,0.457263346,0.497196667
1,70.37250948,0.205394466,0.183872416,0.236907809,85.91795754,16.19949641,17.61542251,1.326708075,18.54892,2.642536946,4.831978589,-0.428426142,13.04162388,1.769559925,0.010943026,0.000174347,471.9769697,4.321967696,145.8777268,0.257968727,0.210403879,1.241132418,0.547951552,0.494728867
1,69.53996862,0.20657449,0.183137354,0.237518931,86.93643512,14.86086325,17.61823141,2.003817231,16.84257563,2.581091954,4.6800341,-0.405142408,12.57223969,2.437969298,0.010986428,0.000170509,488.0852525,6.384100751,101.5242129,0.249400364,0.236318061,1.059504856,0.513687128,0.534778011
0,70.63751412,0.198251746,0.190761907,0.237152846,86.03913588,11.92598056,13.603171,1.399084008,9.58778293,2.466361417,4.561497484,-0.404141985,10.91130966,5.947745615,0.009132596,0.000144514,562.5666667,13.88130637,173.6541629,0.280148148,0.285433333,1.020099506,0.507596986,0.501611416
1,74.032385,0.167881775,0.202954306,0.226442597,81.21417346,6.820894007,7.503041234,0,1.877134321,2.20181029,4.248889979,-0.490268615,14.42217915,6.271161098,0.011937503,0.000212165,426.26,15.7692681,122.4398355,0.223198564,0.198016191,1.131810464,0.530022077,0.49073627
1,69.38814054,0.157809592,0.20679496,0.225604747,88.5819224,32.3726582,33.5970189,1.777777778,6.381467182,2.317257143,4.399099731,-0.622973817,10.91446004,7.655345904,0.010203831,0.000174338,584.3131429,21.03262859,168.919167,0.337767333,0.228725905,1.460185043,0.595920459,0.486488794
1,75.40020505,0.170067114,0.186360705,0.21977571,79.68123005,7.131335225,8.019360009,0,2.478685446,2.210864391,4.322647197,-0.645919515,13.30307342,9.595190315,0.009916144,0.000159281,467.8836364,21.99408041,126.9689911,0.238607179,0.23102303,1.033764606,0.503120204,0.502410086
1,60.57926403,0.15897163,0.16038543,0.18081806,106.9893689,42.77548059,41.85691048,12.27906977,18.20332226,2.314985738,4.406656186,-0.346601128,13.32203652,6.093238807,0.00943463,0.000159354,453.3449231,12.01898425,130.1005372,0.231348811,0.215317077,1.073007891,0.507940578,0.498635549
0,47.94853476,0.18630707,0.10115781,0.111401168,148.0124994,77.5837537,96.67262052,46.07205056,61.51614669,6.388888889,4.922781025,-0.328645709,8.678289252,6.137449557,0.007301401,9.70E-05,766.0666667,15.64926087,308.3092159,0.401222222,0.369066667,1.104081319,0.52744254,0.450109785
1,78.07239876,0.231483186,0.230683016,0.252612429,77.17259623,11.84971243,11.92013441,0.615384615,7.497001706,3.557349897,4.939201255,-0.421526599,11.37923078,8.131441434,0.009496121,0.000135847,559.6290476,22.75172808,155.0981774,0.299695238,0.268355,1.132687137,0.513302415,0.496056681
1,75.27786559,0.228214677,0.207997238,0.244482661,79.90526468,9.361129997,10.11710799,0,3.144087245,2.747793779,4.76970719,-0.204765988,12.32845608,7.521555962,0.010177527,0.000150677,518.1448831,18.96206353,154.6465607,0.260127374,0.24828639,1.055734324,0.501675313,0.5817979
1,79.24633186,0.235657561,0.213791411,0.243178945,76.04146698,12.1633216,12.71138065,0,10.66023916,2.788779221,4.713079063,-0.298943517,14.7291743,7.003248244,0.010952795,0.00018487,420.4754056,15.65631198,91.55007941,0.211342251,0.209549951,1.015170498,0.500986919,0.508837244
1,77.19585852,0.233366713,0.203272616,0.24137005,77.94333428,10.41224385,9.814690682,0,3.029530583,3.138067766,4.950978223,-0.238970609,13.25263496,5.905867689,0.010186602,0.00015239,456.662,13.36769252,134.9492849,0.234269539,0.222108,1.089792544,0.513311975,0.510166614
0,76.34859393,0.21064975,0.198087299,0.235091809,78.88007704,12.78246962,11.0624692,0,7.662453353,3.396481481,4.962933877,-0.320268235,9.709465745,5.880766567,0.008958185,0.000136095,636.6388889,15.31683174,268.7238143,0.347079365,0.271263889,1.290897183,0.552285709,0.493972625
1,75.76370888,0.096831752,0.223756922,0.262706897,79.82865279,9.468286013,9.883224328,0,3.201813759,3.048195951,4.782747133,-0.225735845,11.3785156,10.65255382,0.009642426,0.000152503,547.2548889,25.33484746,204.204343,0.288546667,0.245654778,1.186391662,0.546295785,0.520701587
1,72.55088467,0.094262911,0.228395406,0.262986675,82.93643824,10.61184234,10.87111325,0,6.023599377,3.595215311,4.845601374,-0.326501794,10.83336641,9.874276617,0.0085051,0.000132911,579.3914286,24.82035697,230.6547176,0.286244667,0.303022857,1.045190377,0.486009161,0.462968334
1,75.26991911,0.09469468,0.235408349,0.265954106,80.2264556,11.15056296,14.23748242,0.856216216,14.20602317,3.705828877,4.881948014,-0.36099804,13.69687067,10.11041577,0.008770071,0.00014402,464.5942857,23.72168027,192.2928005,0.264518022,0.217777143,1.20705177,0.495371915,0.496189153
1,72.85234547,0.091142424,0.223109223,0.259591964,83.00873007,13.6856102,15.63743508,1.165714286,17.18379531,3.732906602,4.917901386,-0.384466004,14.49694079,5.492160511,0.010234817,0.000175533,430.713,11.04876285,109.7903542,0.224016104,0.212177846,1.051150665,0.512607708,0.521866637
0,68.47681085,0.106518709,0.198341711,0.23529191,88.28485577,15.3280069,17.79126065,2.083333333,20.93292125,3.749721293,5.066742215,-0.238851536,13.37539647,7.40072989,0.009621286,0.00014592,464.1287879,20.46646101,84.46234728,0.226517704,0.232631313,1.002317884,0.509524643,0.566056384
1,64.34574397,0.166676474,0.135785856,0.170221825,94.83977659,25.95643338,32.85906022,11.63412654,41.22310156,5.263076923,5.270228065,-0.311480664,11.87362825,11.94816841,0.010357485,0.00014258,513.0030303,32.84237681,135.3265631,0.248945333,0.266130303,0.9430161,0.473316969,0.492382068
1,67.68363112,0.164722575,0.147906895,0.181405354,89.93484104,24.85313287,31.12792871,11.44666832,40.92666345,5.583776224,5.360622201,-0.31436328,11.4713282,14.08054194,0.010530687,0.000146,548.3314286,39.71696933,131.4991855,0.249642182,0.307798476,0.82911793,0.444089517,0.563395578
1,65.38303066,0.166804664,0.137277062,0.168824783,92.88243271,18.39701738,23.58154607,4.231263849,35.05298159,4.732857143,5.210874512,-0.297069049,11.56733854,17.66776701,0.009870662,0.000133497,527.5012121,43.74008915,135.5778624,0.243278666,0.280139394,0.868580722,0.465403969,0.500026213
1,52.16131851,0.162858849,0.118905298,0.14078031,129.9268337,61.4683167,45.79617049,15.34715298,44.97434599,5.71944056,4.993227866,-0.479603437,9.941392816,12.08950174,0.008839315,0.000120951,606.1485714,30.97896699,222.6209874,0.31952,0.294777143,1.123287448,0.509216621,0.45521995
0,42.19873307,0.166817238,0.095350877,0.108284551,175.3231523,78.16713187,105.5920237,54.82789519,61.75689037,5.129310345,4.575880792,-0.34699561,10.53113993,6.023975599,0.009058224,0.000121918,643.3555556,18.7606137,78.81268309,0.330911111,0.297592593,1.094123228,0.526836789,0.45686999
1,78.20312349,0.121469216,0.232653067,0.284830423,76.76949892,5.090450633,5.5295134,0,0.990500727,1.768576527,4.015848365,-0.386001745,14.89771267,15.6837304,0.013486455,0.00022596,407.5882051,42.21178205,71.77504531,0.204217011,0.199321026,1.024214343,0.506511825,0.529436143
1,73.64257197,0.121248676,0.218021377,0.270291005,81.57126652,9.259721055,8.258097897,0,5.704042715,2.88295615,4.553604115,-0.398321156,16.85512865,12.14384427,0.01470033,0.000267398,358.878022,32.21392527,42.81619697,0.175741571,0.179147956,0.982868478,0.499880336,0.52557928
1,73.0226183,0.121046165,0.210228219,0.258586795,82.32023601,9.67526196,7.170026098,0,3.365066559,3.334908425,4.76505588,-0.380809666,14.67463998,13.28987935,0.013492588,0.000229637,419.5213986,36.33800798,83.34684746,0.206694881,0.209934713,0.99156772,0.495569233,0.525326767
1,62.3514623,0.126931247,0.173276277,0.20314048,102.3177619,42.1184438,52.2980453,16,24.95714286,3.481823776,4.891246247,-0.477980493,12.94963222,11.05419786,0.011598104,0.0001958,427.2789744,33.70302132,153.5218428,0.209169714,0.21956,0.987112256,0.5040719,0.541407214
0,44.75570632,0.142471066,0.104794723,0.114385631,169.9191426,99.05268761,131.0573745,49.97625831,68.04639805,7.465277778,4.812420074,-0.240262298,10.3508019,4.50966107,0.007608943,8.86E-05,628.5952381,10.45824185,135.5003543,0.358440476,0.280301587,1.282161241,0.54249366,0.464512637
1,85.14658982,0.181022143,0.225041481,0.248439441,70.8906205,13.56526019,17.19652167,0.867469879,24.63055583,3.191570881,4.971509179,-0.191091924,8.683691829,4.370092913,0.009329473,0.000142248,733.275,13.31796659,293.7309425,0.351913333,0.379708714,0.961876069,0.488131011,0.421355238
1,85.00807328,0.175141128,0.233122788,0.257210126,71.10935321,14.35865813,17.42228478,0.88166215,22.36276587,2.930993464,5.001512086,-0.434801465,11.07094249,4.959032954,0.009291174,0.000140118,616.0857143,13.90351803,159.6968204,0.355513333,0.261331429,1.399154908,0.555657761,0.509060784
1,78.21926574,0.154977606,0.222465776,0.245367324,77.91044169,19.79504409,25.85010626,6.648064628,35.66620102,4.203311688,5.09321351,-0.254662012,11.45983833,5.112713377,0.009209986,0.00014149,547.0497143,12.00840183,163.3535783,0.255500808,0.283018857,0.91342426,0.491361358,0.446083897
1,67.06050143,0.170848781,0.171796435,0.18921409,95.0716537,45.88061411,46.3243337,16.55831071,44.9706184,4.795665635,5.145646674,-0.388544135,12.01117106,4.27152371,0.009052449,0.000142361,513.8027013,10.9033563,141.7430375,0.295683838,0.242869143,1.212210512,0.521390075,0.494953178
0,55.53294384,0.195724949,0.131648897,0.13479895,138.902945,73.79502258,94.41456853,46.70571413,59.8429852,9.333333333,5.034891596,-0.261377682,9.317229323,6.125167473,0.008014002,0.000113133,670.3936508,15.43171158,227.5374059,0.331597222,0.345204762,1.075409207,0.517219872,0.554082793
1,79.36771513,0.246681289,0.233889461,0.234932419,77.22861699,24.03299767,23.47171671,4.918684944,29.86674297,5.196727273,5.465036981,-0.495348627,10.96381601,11.24364365,0.008782643,0.000129902,583.9325714,29.15705863,166.498788,0.284676364,0.306046857,0.932211283,0.494242404,0.513145552
1,78.61252585,0.225365616,0.217401904,0.21852829,77.39377382,20.54195296,26.58607278,6.776823014,38.41999858,5.211809524,5.283091773,-0.33803582,10.1519254,8.091093226,0.009790111,0.000151203,613.0209524,22.81233207,226.8419485,0.305407,0.301022857,1.020939168,0.507087629,0.448872568
1,72.74362041,0.217463908,0.198628101,0.202710068,83.59249391,21.09593973,26.45908242,5.714240291,41.2258763,5.425212121,5.346959317,-0.286025259,10.97431209,7.690713073,0.009581138,0.000139438,558.0790476,20.81760219,178.5510414,0.271741333,0.29458619,0.936690911,0.476885229,0.54433911
1,56.17615996,0.22621629,0.144317567,0.149319287,116.9727485,53.92420583,59.17670072,26.41003847,57.45413031,6.199208791,5.166597393,-0.324732347,9.681466542,5.271435694,0.008793023,0.000126119,631.0460952,14.4926505,242.4248933,0.325396364,0.300952,1.098981219,0.513413085,0.526894732
0,46.11990959,0.205962099,0.125167324,0.14335012,162.6416667,101.399536,99.45414049,39.66666667,44.5,4.325,4.452761701,-0.601725708,10.50643141,4.186806613,0.007569423,0.000113371,679.3333333,13.25992508,177.1585669,0.441857143,0.24775,1.771869995,0.576285552,0.535025392
1,90.30872713,0.227411165,0.253299015,0.287486634,66.60093888,9.598480218,7.98672493,1.11627907,1.11627907,1.814549582,4.183860742,-0.589474395,10.28150833,8.437043396,0.010137212,0.000164147,631.16,24.29693421,137.4073412,0.337633206,0.319033333,1.055610878,0.504172699,0.469923773
1,87.78251413,0.224221324,0.247509775,0.280345803,68.58695955,10.17397053,12.87161337,2.246305419,4.532019704,1.680528609,4.182382142,-0.645627442,12.76487507,5.73101166,0.010673117,0.000182848,502.2700953,14.83562488,204.104701,0.2381251,0.256550095,0.96726965,0.496654208,0.491258113
1,86.12742893,0.219522723,0.234286196,0.273387396,69.7420089,7.243879702,6.126026572,0,1.721170396,2.058465953,4.288461994,-0.548455153,16.2451177,4.389474588,0.012665952,0.000243765,396.8443636,10.59535966,139.5717654,0.213384335,0.182048061,1.16032459,0.532441697,0.519637851
1,72.10493838,0.219203791,0.191265279,0.218407784,89.61374962,42.01272401,47.52312818,17.20754717,20.2072842,2.291377555,4.515070124,-0.27905119,12.67908692,6.204579343,0.009582175,0.000158349,492.3127273,13.58101842,216.46885,0.233806476,0.252153924,0.9496302,0.490346227,0.525120407
0,49.48690002,0.258024821,0.088297976,0.098132499,132.4874892,69.671178,83.90806542,44.72246189,67.05493241,9.014814816,5.217451162,-0.218134519,7.754318897,3.993946027,0.007381586,0.000104254,840.0079365,11.11322597,317.3098864,0.451353571,0.364277778,1.406153352,0.563916755,0.519356866
1,68.99103175,0.263733915,0.145934553,0.171181989,88.04375068,23.8902732,28.08558828,8.536819702,42.24254586,5.386857143,5.297697567,-0.451371887,11.89450452,0.681566163,0.011081973,0.00019215,525.4111111,2.01167397,248.1647778,0.289898667,0.247693333,1.217536866,0.509149655,0.520688403
1,63.61783947,0.261794706,0.148176958,0.168845453,96.43674319,27.24903812,32.60886257,13.23985809,47.48069904,5.926949495,5.344609179,-0.343069378,10.76809248,0.621295645,0.010158331,0.000166102,607.6731313,1.712451741,186.6289419,0.282395714,0.318183838,0.95436691,0.462477033,0.489283439
1,66.69618411,0.232635264,0.127863645,0.14794431,93.15756819,35.81523887,45.2539569,28.41414896,62.31792463,6.669090909,5.385106258,-0.134409697,9.68405663,1.042404035,0.009398265,0.000149187,628.5780952,3.072655054,312.5156194,0.312407682,0.305407619,1.023017048,0.529509013,0.444562529
1,61.9306225,0.255664378,0.140017139,0.160368761,98.5705228,31.09870425,36.85897964,22.26696329,51.29032258,7.066222222,5.204486241,-0.319329521,10.63417982,1.535389505,0.009877311,0.000153688,569.77,4.422098874,195.5397828,0.289485333,0.28067,1.029041894,0.518517004,0.60753238
0,56.34166532,0.15917882,0.133523816,0.194448406,106.6792453,227.5891857,229.1200559,1.886792453,1.886792453,1.394736842,3.778070097,-0.46619152,10.28573723,0.814504271,0.008062055,0.000147759,563.375,1.571678048,275.9543613,0.260555556,0.314375,0.828804948,0.482218281,0.537686482
1,80.55474936,0.191528162,0.164234785,0.238085243,74.54412598,5.103613906,4.363574356,0,0,1.698631047,3.970541601,-0.779383601,15.93914465,0.982494588,0.010456504,0.00019543,401.0210909,1.835378594,151.0773424,0.174849455,0.221842649,0.823983243,0.465611101,0.556012367
1,78.42781328,0.190633291,0.160587861,0.237061264,76.61358737,5.963232374,5.34963183,0,0.931919261,1.946875324,4.256533115,-0.501665694,17.35228544,1.448212765,0.011046594,0.000208996,359.4818039,2.521306008,80.89276109,0.175992471,0.179691843,0.985560448,0.500173924,0.506295884
1,79.58919953,0.191071682,0.164102643,0.240807681,75.44333973,6.777111335,5.36635718,0,0,2.016547324,4.131418711,-0.267759467,18.38405622,1.33825399,0.013496442,0.000260642,331.0018319,2.973473915,57.0962151,0.162157039,0.165862706,0.978311442,0.498458039,0.497970512
1,63.64183098,0.196722078,0.121389139,0.173811994,104.1720486,49.18446221,46.14991642,11.1627907,12.98042936,2.016810631,4.385565586,-0.484799649,15.42795232,0.966934378,0.011991167,0.000237063,413.2845714,2.077350264,148.3431936,0.203925182,0.213404571,0.958153757,0.492581253,0.500763692
0,43.07646762,0.159780337,0.080348753,0.089613394,174.9677656,90.78768091,97.99297559,32.12454213,43.71794872,3.672222222,4.242679182,-0.67710752,13.77300565,0.652246394,0.008693996,0.000143129,485.712963,2.043009158,191.994567,0.214754902,0.263222222,0.841016126,0.478291315,0.484369843
1,80.41927239,0.123556468,0.244537209,0.249519104,75.26013894,16.09962076,20.41116896,3.092907093,25.69508087,3.022599078,5.044794045,-0.36573934,13.60108545,1.198871523,0.010660794,0.000174851,467.4323809,3.087506393,155.365006,0.242144,0.225185628,1.067585431,0.517810409,0.520100872
1,77.49705241,0.124314771,0.229618946,0.230635455,78.17395131,17.19440367,22.72557439,5.285850991,26.46892055,3.408110145,5.053776472,-0.372834803,11.66615789,1.036204808,0.010316636,0.00016024,518.865,2.849554289,158.4561075,0.309786667,0.210526667,1.473651898,0.586682477,0.523634983
1,77.50743244,0.127352226,0.216492291,0.216567023,77.98230352,14.40954808,16.62700426,1.55324932,21.53241345,3.385462098,5.069858235,-0.345549739,12.2339295,1.296435438,0.010441339,0.000176907,509.2193333,3.170782934,158.8865334,0.293264243,0.21578,1.373171828,0.569474628,0.50530348
1,63.42947808,0.119724083,0.15869828,0.162094629,103.4368467,49.20362565,54.45687493,17.74891775,40.31239462,4.36720773,4.99340557,-0.18765524,11.62975742,1.399472751,0.010532419,0.000179051,551.9452468,3.876257394,282.6339337,0.312232727,0.24145974,1.309980932,0.524908168,0.435811607
0,52.96541424,0.147686749,0.110869268,0.117633906,138.3923242,74.09992561,91.50230412,49.16419967,60.52555465,7.797979798,4.866039614,-0.528690869,10.76247264,1.511953181,0.008549286,0.000119877,623.8412699,4.742788775,208.6940757,0.308244048,0.310174603,1.026786041,0.505324229,0.551760094
1,104.9697224,0.208016493,0.278654445,0.290824879,57.24793109,5.785769648,4.713475163,0,1.140954495,1.981856797,4.18786366,-0.612505402,14.209647,4.364037989,0.009524423,0.000161139,443.2722424,8.829791769,156.2049467,0.215831879,0.218061818,0.991896892,0.521040792,0.51021779
1,96.9862121,0.19203754,0.239710943,0.268571296,61.89465828,6.11521553,4.39937674,0,0.333333333,2.252973082,4.305951832,-0.325000935,11.65996043,4.951581386,0.009084007,0.000150688,557.71,11.45475662,297.03974,0.282098182,0.259744,1.090856416,0.531804346,0.446972016
